;subprefeitura/zona;valor;secretaria;numero_meta;meta;indicador;codigo_subs;codigo_zonas
1628;Aricanduva/Vila Formosa;4.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;26;
1629;Butantã;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;10;
1630;Campo Limpo;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;17;
1631;Capela do Socorro;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;19;
1632;Casa Verde;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;04;
1633;Cidade Ademar;0.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;16;
1634;Cidade Tiradentes;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;31;
1635;Ermelino Matarazzo;0.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;22;
1636;Freguesia do Ó/Brasilândia;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;03;
1637;Guaianases;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;28;
1638;Ipiranga;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;13;
1639;Itaim Paulista;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;24;
1640;Itaquera;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;27;
1641;Jabaquara;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;15;
1642;Jaçanã/Tremembé;0.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;06;
1643;Lapa;4.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;08;
1644;M'Boi Mirim;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;18;
1645;Mooca;5.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;25;
1646;Parelheiros;1.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;20;
1647;Penha;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;21;
1648;Perus;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;01;
1649;Pinheiros;3.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;11;
1650;Pirituba/Jaraguá;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;02;
1651;Santana/Tucuruvi;3.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;05;
1652;Santo Amaro;3.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;14;
1653;São Mateus;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;30;
1654;São Miguel Paulista;0.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;23;
1655;Sapopemba;0.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;32;
1656;Sé;7.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;09;
1657;Vila Maria/Vila Guilherme;3.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;07;
1658;Vila Mariana;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;12;
1659;Vila Prudente;2.0;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;29;
1660;LESTE;;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;;2.0
1661;NORTE;;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;;3.0
1662;CENTRO;;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;;1.0
1663;OESTE;;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;;4.0
1664;SUL;;SMADS;15;Implantar 60 serviços de atendimento a pessoas idosas.  ;Número de serviços implantados. ;;5.0
1665;Aricanduva/Vila Formosa;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;26;
1666;Butantã;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;10;
1667;Campo Limpo;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;17;
1668;Capela do Socorro;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;19;
1669;Casa Verde;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;04;
1670;Cidade Ademar;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;16;
1671;Cidade Tiradentes;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;31;
1672;Ermelino Matarazzo;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;22;
1673;Freguesia do Ó/Brasilândia;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;03;
1674;Guaianases;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;28;
1675;Ipiranga;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;13;
1676;Itaim Paulista;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;24;
1677;Itaquera;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;27;
1678;Jabaquara;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;15;
1679;Jaçanã/Tremembé;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;06;
1680;Lapa;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;08;
1681;M'Boi Mirim;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;18;
1682;Mooca;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;25;
1683;Parelheiros;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;20;
1684;Penha;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;21;
1685;Perus;1.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;01;
1686;Pinheiros;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;11;
1687;Pirituba/Jaraguá;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;02;
1688;Santana/Tucuruvi;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;05;
1689;Santo Amaro;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;14;
1690;São Mateus;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;30;
1691;São Miguel Paulista;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;23;
1692;Sapopemba;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;32;
1693;Sé;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;09;
1694;Vila Maria/Vila Guilherme;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;07;
1695;Vila Mariana;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;12;
1696;Vila Prudente;0.0;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;29;
1697;LESTE;;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;;2.0
1698;NORTE;;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;;3.0
1699;CENTRO;;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;;1.0
1700;OESTE;;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;;4.0
1701;SUL;;SMC;52.1;Revitalizar a Casa de Cultura Hip Hop Noroeste Perus;Casa de Cultura Revitalizada e em funcionamento;;5.0
1702;Aricanduva/Vila Formosa;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;26;
1703;Butantã;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;10;
1704;Campo Limpo;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;17;
1705;Capela do Socorro;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;19;
1706;Casa Verde;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;04;
1707;Cidade Ademar;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;16;
1708;Cidade Tiradentes;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;31;
1709;Ermelino Matarazzo;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;22;
1710;Freguesia do Ó/Brasilândia;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;03;
1711;Guaianases;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;28;
1712;Ipiranga;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;13;
1713;Itaim Paulista;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;24;
1714;Itaquera;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;27;
1715;Jabaquara;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;15;
1716;Jaçanã/Tremembé;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;06;
1717;Lapa;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;08;
1718;M'Boi Mirim;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;18;
1719;Mooca;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;25;
1720;Parelheiros;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;20;
1721;Penha;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;21;
1722;Perus;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;01;
1723;Pinheiros;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;11;
1724;Pirituba/Jaraguá;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;02;
1725;Santana/Tucuruvi;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;05;
1726;Santo Amaro;;SME;22;Atingir o resultado de 5,2 no IDEP para os anos finais do Ensino Fundamental. ;Resultado no Índice de Desenvolvimento da Educação Paulistana. ;14;
